"ID","Name","Sex","Age","Height","Weight","Team","NOC","Games","Year","Season","City","Sport","Event","Medal"
"10","Einar Ferdinand ""Einari"" Aalto","M",26,NA,NA,"Finland","FIN","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 400 metres Freestyle",NA
"15","Arvo Ossian Aaltonen","M",22,NA,NA,"Finland","FIN","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Men's 200 metres Breaststroke",NA
"15","Arvo Ossian Aaltonen","M",22,NA,NA,"Finland","FIN","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Men's 400 metres Breaststroke",NA
"15","Arvo Ossian Aaltonen","M",30,NA,NA,"Finland","FIN","1920 Summer",1920,"Summer","Antwerpen","Swimming","Swimming Men's 200 metres Breaststroke","Bronze"
"15","Arvo Ossian Aaltonen","M",30,NA,NA,"Finland","FIN","1920 Summer",1920,"Summer","Antwerpen","Swimming","Swimming Men's 400 metres Breaststroke","Bronze"
"15","Arvo Ossian Aaltonen","M",34,NA,NA,"Finland","FIN","1924 Summer",1924,"Summer","Paris","Swimming","Swimming Men's 200 metres Breaststroke",NA
"36","Stefan Remco Aartsen","M",21,194,78,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Butterfly",NA
"36","Stefan Remco Aartsen","M",21,194,78,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Butterfly",NA
"36","Stefan Remco Aartsen","M",21,194,78,"Netherlands","NED","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"36","Stefan Remco Aartsen","M",25,194,78,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Butterfly",NA
"36","Stefan Remco Aartsen","M",25,194,78,"Netherlands","NED","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Butterfly",NA
"68","Pablo Martn Abal","M",23,178,76,"Argentina","ARG","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Butterfly",NA
"68","Pablo Martn Abal","M",23,178,76,"Argentina","ARG","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"100","Oszkr Abay-Nemes","M",22,NA,NA,"Hungary","HUN","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 100 metres Freestyle",NA
"100","Oszkr Abay-Nemes","M",22,NA,NA,"Hungary","HUN","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
"120","Mohammed Abbas Sabih","M",26,170,70,"Iraq","IRQ","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle",NA
"130","Tural Abbasov","M",18,182,76,"Azerbaijan","AZE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"193","Dorri Abdel Kader Said","M",21,NA,NA,"Egypt","EGY","1948 Summer",1948,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle",NA
"193","Dorri Abdel Kader Said","M",21,NA,NA,"Egypt","EGY","1948 Summer",1948,"Summer","London","Swimming","Swimming Men's 100 metres Backstroke",NA
"193","Dorri Abdel Kader Said","M",25,NA,NA,"Egypt","EGY","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 100 metres Freestyle",NA
"258","Hamza Abdo","M",17,NA,NA,"Palestine","PLE","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"259","Reema Abdo","F",21,173,59,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 100 metres Backstroke",NA
"259","Reema Abdo","F",21,173,59,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 200 metres Backstroke",NA
"259","Reema Abdo","F",21,173,59,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Women's 4 x 100 metres Medley Relay","Bronze"
"280","Mohamed Abdul Hamid","M",19,175,55,"Sudan","SUD","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 50 metres Freestyle",NA
"290","Fatima Abdul Majeed Hameed Al-Kirashi","F",14,NA,NA,"Bahrain","BRN","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 50 metres Freestyle",NA
"308","Mohamed Abdul Wahab Al-Salah","M",21,NA,NA,"Kuwait","KUW","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 400 metres Freestyle",NA
"308","Mohamed Abdul Wahab Al-Salah","M",21,NA,NA,"Kuwait","KUW","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Butterfly",NA
"317","Roosevelt M. Abdulgafur","M",24,181,73,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Freestyle",NA
"317","Roosevelt M. Abdulgafur","M",24,181,73,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Freestyle",NA
"317","Roosevelt M. Abdulgafur","M",24,181,73,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"317","Roosevelt M. Abdulgafur","M",24,181,73,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"317","Roosevelt M. Abdulgafur","M",24,181,73,"Philippines","PHI","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"322","Ahmed Ghanim Abdullah","M",20,184,79,"Egypt","EGY","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Butterfly",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 100 metres Backstroke",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Backstroke",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Individual Medley",NA
"326","Mohamed Abdullah","M",NA,176,66,"United Arab Emirates","UAE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"331","Wan Azlan Abdullah","M",21,188,77,"Malaysia","MAS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Individual Medley",NA
"331","Wan Azlan Abdullah","M",21,188,77,"Malaysia","MAS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 400 metres Individual Medley",NA
"331","Wan Azlan Abdullah","M",21,188,77,"Malaysia","MAS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"331","Wan Azlan Abdullah","M",25,188,77,"Malaysia","MAS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 400 metres Individual Medley",NA
"342","Abdullah Abdulrahman Zeyab","M",16,177,NA,"Kuwait","KUW","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 100 metres Freestyle",NA
"417","Sara Helena berg","F",17,190,73,"Sweden","SWE","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 50 metres Freestyle",NA
"424","Moira Abernethy (-Ford)","F",17,NA,NA,"South Africa","RSA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"424","Moira Abernethy (-Ford)","F",17,NA,NA,"South Africa","RSA","1956 Summer",1956,"Summer","Melbourne","Swimming","Swimming Women's 100 metres Backstroke",NA
"430","Matthew Duncan Abeysinghe","M",20,180,74,"Sri Lanka","SRI","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle",NA
"460","Viktor Andreyevich Aboimov","M",22,190,78,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 400 metres Freestyle",NA
"460","Viktor Andreyevich Aboimov","M",22,190,78,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver"
"460","Viktor Andreyevich Aboimov","M",22,190,78,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Bronze"
"460","Viktor Andreyevich Aboimov","M",22,190,78,"Soviet Union","URS","1972 Summer",1972,"Summer","Munich","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"465","Matthew ""Matt"" Abood","M",30,197,92,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"465","Matthew ""Matt"" Abood","M",30,197,92,"Australia","AUS","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Bronze"
"509","Gary Abraham","M",17,175,64,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 100 metres Backstroke",NA
"509","Gary Abraham","M",17,175,64,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"509","Gary Abraham","M",21,175,64,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Backstroke",NA
"509","Gary Abraham","M",21,175,64,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Butterfly",NA
"509","Gary Abraham","M",21,175,64,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Bronze"
"546","Inna Vladimirovna Abramova","F",21,172,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 50 metres Freestyle",NA
"546","Inna Vladimirovna Abramova","F",21,172,63,"Soviet Union","URS","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",NA
"558","David Abrard","M",19,187,81,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Butterfly",NA
"567","Emilio Julio Abreu","M",22,NA,NA,"Paraguay","PAR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Breaststroke",NA
"567","Emilio Julio Abreu","M",22,NA,NA,"Paraguay","PAR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 200 metres Butterfly",NA
"567","Emilio Julio Abreu","M",22,NA,NA,"Paraguay","PAR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Individual Medley",NA
"572","Rui Pinto de Abreu","M",15,177,64,"Portugal","POR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 400 metres Freestyle",NA
"572","Rui Pinto de Abreu","M",15,177,64,"Portugal","POR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"572","Rui Pinto de Abreu","M",19,177,64,"Portugal","POR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Freestyle",NA
"572","Rui Pinto de Abreu","M",19,177,64,"Portugal","POR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle",NA
"572","Rui Pinto de Abreu","M",19,177,64,"Portugal","POR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 100 metres Backstroke",NA
"578","Bourhan Abro","M",21,180,70,"Djibouti","DJI","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"598","Omar Abu-Fares","M",16,178,69,"Jordan","JOR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 200 metres Individual Medley",NA
"598","Omar Abu-Fares","M",19,178,69,"Jordan","JOR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Backstroke",NA
"621","Anas Sameer N. H. Abuyousuf","M",14,181,77,"Qatar","QAT","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 400 metres Freestyle",NA
"650","Javier Carlos Acevedo","M",18,182,68,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Backstroke",NA
"650","Javier Carlos Acevedo","M",18,182,68,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"718","Luis Angel Acosta","M",20,180,73,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 100 metres Backstroke",NA
"718","Luis Angel Acosta","M",20,180,73,"Mexico","MEX","1968 Summer",1968,"Summer","Mexico City","Swimming","Swimming Men's 200 metres Backstroke",NA
"720","Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador","ESA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Freestyle",NA
"720","Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador","ESA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 400 metres Freestyle",NA
"720","Marcelo Alberto Acosta Jimnez","M",20,NA,NA,"El Salvador","ESA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"733","Ilona cs (-Zimmermann)","F",16,NA,NA,"Hungary","HUN","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Women's 100 metres Freestyle",NA
"733","Ilona cs (-Zimmermann)","F",16,NA,NA,"Hungary","HUN","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay",NA
"738","Crox Ernesto Acua Rodrguez","M",18,192,89,"Venezuela","VEN","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Freestyle",NA
"738","Crox Ernesto Acua Rodrguez","M",22,192,89,"Venezuela","VEN","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"758","Adam","M",NA,NA,NA,"France","FRA","1900 Summer",1900,"Summer","Paris","Swimming","Swimming Men's 200 metres Freestyle",NA
"759","Ahmed Adam","M",20,162,60,"Sudan","SUD","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 50 metres Freestyle",NA
"761","Gal Adam","M",22,190,80,"Mauritius","MRI","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 100 metres Freestyle",NA
"765","Jean-Paul Adam","M",15,NA,NA,"Seychelles","SEY","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Freestyle",NA
"765","Jean-Paul Adam","M",15,NA,NA,"Seychelles","SEY","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 400 metres Freestyle",NA
"765","Jean-Paul Adam","M",15,NA,NA,"Seychelles","SEY","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Individual Medley",NA
"789","Petr Adamec","M",20,187,87,"Czechoslovakia","TCH","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 200 metres Freestyle",NA
"789","Petr Adamec","M",20,187,87,"Czechoslovakia","TCH","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 400 metres Freestyle",NA
"789","Petr Adamec","M",20,187,87,"Czechoslovakia","TCH","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"793","Panagiotis Adamidis","M",18,NA,NA,"Greece","GRE","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 100 metres Backstroke",NA
"793","Panagiotis Adamidis","M",18,NA,NA,"Greece","GRE","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Backstroke",NA
"799","Nafissatou Moussa Adamou","F",14,172,72,"Niger","NIG","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle",NA
"803","Anne Wilma Adams (-King)","F",16,165,54,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 200 metres Butterfly",NA
"803","Anne Wilma Adams (-King)","F",16,165,54,"Great Britain","GBR","1976 Summer",1976,"Summer","Montreal","Swimming","Swimming Women's 400 metres Individual Medley",NA
"811","Natalie Cammile Adams (-Brannan)","F",20,173,65,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 200 metres Butterfly",NA
"811","Natalie Cammile Adams (-Brannan)","F",24,173,65,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 200 metres Butterfly",NA
"813","Edgar Holmes Adams","M",36,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Swimming","Swimming Men's 220 yard Freestyle",NA
"813","Edgar Holmes Adams","M",36,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Swimming","Swimming Men's 880 yard Freestyle",NA
"813","Edgar Holmes Adams","M",36,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Swimming","Swimming Men's One Mile Freestyle",NA
"813","Edgar Holmes Adams","M",36,NA,NA,"New York Athletic Club #2-4","USA","1904 Summer",1904,"Summer","St. Louis","Swimming","Swimming Men's 4 x 50 Yard Freestyle Relay",NA
"813","Edgar Holmes Adams","M",36,NA,NA,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Swimming","Swimming Men's Plunge For Distance","Silver"
"868","Frances ""Fran"" Adcock","F",20,178,72,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Women's 200 metres Backstroke",NA
"873","Mehdi Addadi","M",28,179,70,"Algeria","ALG","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Backstroke",NA
"873","Mehdi Addadi","M",28,179,70,"Algeria","ALG","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Butterfly",NA
"903","Carolyn Adel","F",17,163,52,"Suriname","SUR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Freestyle",NA
"903","Carolyn Adel","F",17,163,52,"Suriname","SUR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 400 metres Freestyle",NA
"903","Carolyn Adel","F",17,163,52,"Suriname","SUR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 200 metres Individual Medley",NA
"903","Carolyn Adel","F",17,163,52,"Suriname","SUR","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Women's 400 metres Individual Medley",NA
"903","Carolyn Adel","F",22,163,52,"Suriname","SUR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Individual Medley",NA
"903","Carolyn Adel","F",22,163,52,"Suriname","SUR","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 400 metres Individual Medley",NA
"955","Jikirum Adjaluddin","M",21,NA,NA,"Philippines","PHI","1932 Summer",1932,"Summer","Los Angeles","Swimming","Swimming Men's 200 metres Breaststroke",NA
"955","Jikirum Adjaluddin","M",25,NA,NA,"Philippines","PHI","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 100 metres Freestyle",NA
"955","Jikirum Adjaluddin","M",25,NA,NA,"Philippines","PHI","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"955","Jikirum Adjaluddin","M",25,NA,NA,"Philippines","PHI","1936 Summer",1936,"Summer","Berlin","Swimming","Swimming Men's 200 metres Breaststroke",NA
"960","Amanda Jo Adkins (-Schneider)","F",23,173,61,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 200 metres Backstroke",NA
"968","Margarete ""Grete"" Adler","F",16,NA,NA,"Austria","AUT","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Women's 100 metres Freestyle",NA
"968","Margarete ""Grete"" Adler","F",16,NA,NA,"Austria","AUT","1912 Summer",1912,"Summer","Stockholm","Swimming","Swimming Women's 4 x 100 metres Freestyle Relay","Bronze"
"980","Rebecca ""Becky"" Adlington","F",19,179,70,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 400 metres Freestyle","Gold"
"980","Rebecca ""Becky"" Adlington","F",19,179,70,"Great Britain","GBR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Women's 800 metres Freestyle","Gold"
"980","Rebecca ""Becky"" Adlington","F",23,179,70,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 400 metres Freestyle","Bronze"
"980","Rebecca ""Becky"" Adlington","F",23,179,70,"Great Britain","GBR","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 800 metres Freestyle","Bronze"
"984","Jane Admans","F",21,165,53,"Great Britain","GBR","1980 Summer",1980,"Summer","Moskva","Swimming","Swimming Women's 200 metres Backstroke",NA
"1010","Jean-Luc Adorno","M",23,180,64,"Monaco","MON","1984 Summer",1984,"Summer","Los Angeles","Swimming","Swimming Men's 100 metres Freestyle",NA
"1017","Nathan Ghar-Jun Adrian","M",19,198,100,"United States","USA","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"1017","Nathan Ghar-Jun Adrian","M",23,198,100,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle","Gold"
"1017","Nathan Ghar-Jun Adrian","M",23,198,100,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Silver"
"1017","Nathan Ghar-Jun Adrian","M",23,198,100,"United States","USA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"1017","Nathan Ghar-Jun Adrian","M",27,198,100,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle","Bronze"
"1017","Nathan Ghar-Jun Adrian","M",27,198,100,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 100 metres Freestyle","Bronze"
"1017","Nathan Ghar-Jun Adrian","M",27,198,100,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"1017","Nathan Ghar-Jun Adrian","M",27,198,100,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Medley Relay","Gold"
"1032","Serhiy Mykolaiovych Advena","M",20,190,82,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"1032","Serhiy Mykolaiovych Advena","M",20,190,82,"Ukraine","UKR","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 200 metres Butterfly",NA
"1032","Serhiy Mykolaiovych Advena","M",24,190,82,"Ukraine","UKR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Freestyle",NA
"1032","Serhiy Mykolaiovych Advena","M",24,190,82,"Ukraine","UKR","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming Men's 200 metres Butterfly",NA
"1052","Jasper Aerents","M",19,191,86,"Belgium","BEL","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 50 metres Freestyle",NA
"1052","Jasper Aerents","M",19,191,86,"Belgium","BEL","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"1052","Jasper Aerents","M",23,191,86,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 50 metres Freestyle",NA
"1052","Jasper Aerents","M",23,191,86,"Belgium","BEL","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay",NA
"1087","Evelina Afoa","F",17,162,60,"Samoa","SAM","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Women's 100 metres Backstroke",NA
"1108","Drago Agache","M",28,175,75,"Romania","ROU","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Breaststroke",NA
"1110","Aleksandr Agafonov","M",21,190,86,"Uzbekistan","UZB","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay",NA
"1110","Aleksandr Agafonov","M",25,190,86,"Uzbekistan","UZB","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Men's 100 metres Freestyle",NA
"1110","Aleksandr Agafonov","M",29,190,86,"Uzbekistan","UZB","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 100 metres Freestyle",NA
"1112","Alphonsine Agahozo","F",16,160,50,"Rwanda","RWA","2012 Summer",2012,"Summer","London","Swimming","Swimming Women's 50 metres Freestyle",NA
"1118","Francilla Agar (-Schofield)","F",25,170,55,"Dominica","DMA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming Women's 50 metres Freestyle",NA
"1156","Norbert gh","M",18,194,78,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 200 metres Freestyle",NA
"1156","Norbert gh","M",18,194,78,"Hungary","HUN","1988 Summer",1988,"Summer","Seoul","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"1157","Olivr gh","M",17,187,78,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 100 metres Backstroke",NA
"1157","Olivr gh","M",17,187,78,"Hungary","HUN","1992 Summer",1992,"Summer","Barcelona","Swimming","Swimming Men's 200 metres Backstroke",NA
"1157","Olivr gh","M",21,187,78,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming Men's 200 metres Backstroke",NA
"1167","Neil Agius","M",18,168,65,"Malta","MLT","2004 Summer",2004,"Summer","Athina","Swimming","Swimming Men's 400 metres Freestyle",NA
"1173","Yannick Agnel","M",20,202,90,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 100 metres Freestyle",NA
"1173","Yannick Agnel","M",20,202,90,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 200 metres Freestyle","Gold"
"1173","Yannick Agnel","M",20,202,90,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Freestyle Relay","Gold"
"1173","Yannick Agnel","M",20,202,90,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 200 metres Freestyle Relay","Silver"
"1173","Yannick Agnel","M",20,202,90,"France","FRA","2012 Summer",2012,"Summer","London","Swimming","Swimming Men's 4 x 100 metres Medley Relay",NA
"1173","Yannick Agnel","M",24,202,90,"France","FRA","2016 Summer",2016,"Summer","Rio de Janeiro","Swimming","Swimming Men's 200 metres Freestyle",NA
"1174","Robert David Garrick Agnew","M",17,NA,NA,"Australia","AUS","1948 Summer",1948,"Summer","London","Swimming","Swimming Men's 400 metres Freestyle",NA
"1174","Robert David Garrick Agnew","M",17,NA,NA,"Australia","AUS","1948 Summer",1948,"Summer","London","Swimming","Swimming Men's 1,500 metres Freestyle",NA
"1174","Robert David Garrick Agnew","M",21,NA,NA,"Australia","AUS","1952 Summer",1952,"Summer","Helsinki","Swimming","Swimming Men's 400 metres Freestyle",NA
